Recording timestamp,Computer timestamp,Sensor,Project name,Export date,Participant name,Recording name,Recording date,Recording date UTC,Recording start time,Recording start time UTC,Recording duration,Recording Fixation filter name,Event,Event value,Gaze point X,Gaze point Y,Gaze point 3D X,Gaze point 3D Y,Gaze point 3D Z,Gaze direction left X,Gaze direction left Y,Gaze direction left Z,Gaze direction right X,Gaze direction right Y,Gaze direction right Z,Pupil position left X,Pupil position left Y,Pupil position left Z,Pupil position right X,Pupil position right Y,Pupil position right Z,Pupil diameter left,Pupil diameter right,Pupil diameter filtered,Validity left,Validity right,Eye movement type,Gaze event duration,Eye movement type index,Fixation point X,Fixation point Y
1798927,911561710,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,1009,268,-22.3073,126.8402,525.6454,-0.03546,0.22588,0.97351,-0.04291,0.2801,0.95901,32.19,-20.88,-33.53,-31.54,-17.86,-31.75,3.323,3.291,3.329,Valid,Valid,Fixation,2039,3,990,341
1808911,911571694,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,1011,265,-23.0291,128.3097,525.9825,-0.03683,0.23911,0.97029,-0.04334,0.27068,0.96169,32.2,-20.93,-33.59,-31.86,-17.31,-32.18,3.369,3.402,3.382,Valid,Valid,Fixation,2039,3,990,341
1818906,911581689,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,1009,261,-22.4288,130.0503,526.2721,-0.0318,0.2288,0.97295,-0.04683,0.28702,0.95678,32.19,-20.87,-33.54,-31.51,-17.89,-31.72,3.326,3.332,3.351,Valid,Valid,Fixation,2039,3,990,341
1828928,911591711,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,1007,258,-21.4145,131.5472,526.629,-0.03444,0.24227,0.9696,-0.04004,0.27734,0.95994,32.2,-20.9,-33.63,-31.83,-17.29,-32.19,3.373,3.429,3.386,Valid,Valid,Fixation,2039,3,990,341
1838924,911601707,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,1007,255,-21.4935,132.8323,526.9744,-0.0284,0.23283,0.9721,-0.04684,0.2913,0.95549,32.19,-20.85,-33.55,-31.49,-17.88,-31.73,3.33,3.372,3.366,Valid,Valid,Fixation,2039,3,990,341
1848910,911611693,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,1007,254,-21.3237,133.7582,527.4221,-0.03209,0.24401,0.96924,-0.04193,0.28183,0.95855,32.2,-20.86,-33.68,-31.82,-17.26,-32.21,3.371,3.464,3.4,Valid,Valid,Fixation,2039,3,990,341
1858901,911621684,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,1006,252,-20.9862,134.8044,527.8488,-0.02609,0.23639,0.97131,-0.04723,0.29323,0.95487,32.19,-20.83,-33.57,-31.49,-17.85,-31.76,3.337,3.395,3.392,Valid,Valid,Fixation,2039,3,990,341
1868897,911631680,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,1006,250,-20.7995,135.5439,528.3485,-0.02996,0.24602,0.9688,-0.0421,0.28464,0.95771,32.21,-20.85,-33.68,-31.82,-17.23,-32.24,3.382,3.493,3.417,Valid,Valid,Fixation,2039,3,990,341
1877872,911640655,,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),SyncPortOutHigh,,,,,,,,,,,,,,,,,,,,,,,,Fixation,2039,3,990,341
1878889,911641672,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,1006,250,-20.9248,135.9197,528.9387,-0.02436,0.23861,0.97081,-0.04854,0.29351,0.95472,32.19,-20.83,-33.56,-31.51,-17.8,-31.82,3.347,3.437,3.42,Valid,Valid,Fixation,2039,3,990,341
1888879,911651662,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,1007,249,-21.1323,136.474,529.4807,-0.02933,0.24805,0.9683,-0.0437,0.28449,0.95768,32.21,-20.84,-33.67,-31.82,-17.2,-32.29,3.395,3.526,3.437,Valid,Valid,Fixation,2039,3,990,341
1898869,911661652,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,1007,248,-21.276,137.088,530.0079,-0.02331,0.24085,0.97028,-0.05061,0.29398,0.95447,32.2,-20.84,-33.55,-31.52,-17.77,-31.86,3.367,3.474,3.435,Valid,Valid,Fixation,2039,3,990,341
1908861,911671644,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,1007,247,-21.2327,137.7238,530.5504,-0.02928,0.25023,0.96774,-0.04393,0.28532,0.95743,32.22,-20.85,-33.67,-31.83,-17.18,-32.31,3.411,3.55,3.461,Valid,Valid,Fixation,2039,3,990,341
1918858,911681641,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,1009,247,-22.3687,137.9945,531.157,-0.02591,0.24288,0.96971,-0.05155,0.29376,0.95449,32.19,-20.83,-33.54,-31.53,-17.75,-31.88,3.388,3.481,3.449,Valid,Valid,Fixation,2039,3,990,341
1928843,911691626,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,1013,246,-23.946,138.253,531.7458,-0.03041,0.25252,0.96711,-0.05182,0.28358,0.95755,32.21,-20.85,-33.65,-31.84,-17.18,-32.31,3.432,3.552,3.484,Valid,Valid,Fixation,2039,3,990,341
1938838,911701621,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,1014,246,-24.6071,138.8177,532.2886,-0.02805,0.2448,0.96917,-0.05681,0.29335,0.95432,32.18,-20.83,-33.52,-31.55,-17.74,-31.9,3.418,3.488,3.461,Valid,Valid,Fixation,2039,3,990,341
1948859,911711642,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,1016,245,-25.574,139.17,532.8761,-0.03278,0.25426,0.96658,-0.05474,0.28371,0.95735,32.19,-20.85,-33.64,-31.85,-17.19,-32.31,3.455,3.557,3.5,Valid,Valid,Fixation,2039,3,990,341
1958852,911721635,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,1018,245,-26.6067,139.386,533.4968,-0.0297,0.24595,0.96883,-0.0617,0.29283,0.95417,32.17,-20.83,-33.51,-31.57,-17.74,-31.91,3.448,3.49,3.483,Valid,Valid,Fixation,2039,3,990,341
1968842,911731625,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,1020,245,-27.5987,139.8248,534.0497,-0.0365,0.25524,0.96619,-0.05764,0.28369,0.95718,32.19,-20.84,-33.63,-31.87,-17.21,-32.3,3.484,3.56,3.518,Valid,Valid,Fixation,2039,3,990,341
1978832,911741615,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,1021,244,-27.9036,140.0785,534.6781,-0.03115,0.24579,0.96882,-0.0644,0.29406,0.95362,32.17,-20.82,-33.52,-31.58,-17.76,-31.9,3.479,3.51,3.503,Valid,Valid,Fixation,2039,3,990,341
1988828,911751611,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,1021,245,-28.1813,140.1365,535.3589,-0.03751,0.25438,0.96638,-0.05837,0.28437,0.95693,32.18,-20.83,-33.64,-31.88,-17.22,-32.29,3.52,3.565,3.531,Valid,Valid,Fixation,2039,3,990,341
1998820,911761603,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,1022,245,-28.7304,139.9823,536.0768,-0.03234,0.24392,0.96926,-0.0658,0.2944,0.95342,32.17,-20.81,-33.53,-31.57,-17.79,-31.87,3.503,3.521,3.542,Valid,Valid,Fixation,2039,3,990,341
2008805,911771588,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,1023,245,-28.8472,140.1522,536.7243,-0.03883,0.25353,0.96655,-0.05908,0.28408,0.95698,32.18,-20.83,-33.64,-31.88,-17.24,-32.28,3.55,3.581,3.552,Valid,Valid,Fixation,2039,3,990,341
2018801,911781584,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,1023,246,-28.907,140.1244,537.4152,-0.03286,0.24091,0.96999,-0.06576,0.29683,0.95266,32.18,-20.8,-33.55,-31.52,-17.9,-31.74,3.534,3.57,3.565,Valid,Valid,Fixation,2039,3,990,341
2028792,911791575,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,1023,246,-28.9238,140.2761,538.0294,-0.03932,0.25134,0.9671,-0.05869,0.28561,0.95655,32.19,-20.83,-33.65,-31.86,-17.29,-32.22,3.583,3.616,3.577,Valid,Valid,Fixation,2039,3,990,341
2038788,911801571,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,1022,245,-28.8452,140.7406,538.5373,-0.03291,0.23919,0.97041,-0.06534,0.29953,0.95185,32.19,-20.81,-33.56,-31.5,-17.94,-31.71,3.556,3.598,3.594,Valid,Valid,Fixation,2039,3,990,341
2048774,911811557,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,1022,247,-28.5396,140.233,539.3242,-0.03894,0.24993,0.96748,-0.0576,0.28581,0.95655,32.2,-20.84,-33.65,-31.85,-17.31,-32.21,3.608,3.639,3.611,Valid,Valid,Fixation,2039,3,990,341
2058765,911821548,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,1020,251,-27.7085,138.4248,540.4877,-0.03291,0.23617,0.97115,-0.06114,0.29341,0.95403,32.2,-20.82,-33.57,-31.61,-17.77,-31.92,3.572,3.644,3.614,Valid,Valid,Fixation,2039,3,990,341
2068760,911831543,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,1017,255,-26.4872,136.8283,541.6701,-0.03676,0.2456,0.96867,-0.05264,0.27748,0.95929,32.21,-20.86,-33.65,-31.89,-17.24,-32.3,3.629,3.665,3.626,Valid,Valid,Fixation,2039,3,990,341
2078783,911841566,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,1014,259,-25.4115,135.2075,542.8834,-0.03099,0.23137,0.97237,-0.05517,0.2863,0.95655,32.21,-20.84,-33.56,-31.61,-17.78,-31.91,3.589,3.638,3.627,Valid,Valid,Fixation,2039,3,990,341
2088772,911851555,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,1016,260,-26.2843,134.9851,543.5966,-0.03756,0.24288,0.96933,-0.05098,0.27291,0.96069,32.22,-20.89,-33.62,-31.88,-17.24,-32.3,3.645,3.673,3.647,Valid,Valid,Fixation,2039,3,990,341
2098764,911861547,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,1022,255,-29.0993,137.5145,543.4159,-0.0333,0.23016,0.97258,-0.06521,0.29444,0.95344,32.21,-20.86,-33.55,-31.5,-17.96,-31.69,3.611,3.632,3.653,Valid,Valid,Fixation,2039,3,990,341
2108755,911871538,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,1023,255,-29.4681,137.3382,544.038,-0.03966,0.23862,0.9703,-0.05937,0.28424,0.95691,32.22,-20.93,-33.6,-31.87,-17.38,-32.18,3.665,3.776,3.672,Valid,Valid,Fixation,2039,3,990,341
2118752,911881535,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,1019,263,-27.7532,134.2318,545.5778,-0.03591,0.22899,0.97277,-0.05767,0.28348,0.95724,32.21,-20.89,-33.53,-31.65,-17.79,-31.94,3.632,3.698,3.699,Valid,Valid,Fixation,2039,3,990,341
2128737,911891520,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,1018,271,-27.5733,130.582,547.2175,-0.03948,0.23052,0.97227,-0.05291,0.26858,0.9618,32.22,-20.96,-33.57,-31.92,-17.29,-32.3,3.687,3.792,3.72,Valid,Valid,Fixation,2039,3,990,341
2138731,911901514,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,1016,283,-26.9185,125.5212,549.3173,-0.03832,0.22583,0.97341,-0.05207,0.25625,0.96521,32.22,-20.91,-33.52,-31.78,-17.59,-32.22,3.653,3.746,3.716,Valid,Valid,Fixation,2039,3,990,341
2148724,911911507,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,1013,288,-25.867,123.0053,550.7977,-0.03955,0.2232,0.97397,-0.04688,0.24936,0.96728,32.23,-21,-33.54,-31.97,-17.22,-32.41,3.71,3.802,3.741,Valid,Valid,Fixation,2039,3,990,341
2158747,911921530,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,1012,292,-25.3955,121.2962,552.0609,-0.04053,0.2191,0.97486,-0.04457,0.24773,0.9678,32.23,-20.94,-33.51,-31.78,-17.57,-32.24,3.689,3.736,3.725,Valid,Valid,Fixation,2039,3,990,341
2168736,911931519,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,1369,436,-5.3444,1.5136,14.7927,-0.10191,0.25716,0.96098,-0.11678,0.556,0.82294,32.23,-21.04,-33.51,-31.96,-17.21,-32.43,3.738,3.794,3.732,Valid,Valid,Fixation,2039,3,990,341
2178696,911941479,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,1002,301,-66.1189,377.0562,1780.09,-0.03607,0.21031,0.97697,-0.03538,0.21654,0.97563,32.24,-20.98,-33.49,-31.8,-17.6,-32.23,3.703,3.686,3.729,Valid,Valid,Fixation,2039,3,990,341
2188692,911951475,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,1001,299,-118.619,697.3735,3268.4277,-0.04109,0.20769,0.97733,-0.02917,0.21624,0.97591,32.24,-21.08,-33.49,-31.95,-17.21,-32.45,3.755,3.754,3.742,Valid,Valid,Fixation,2039,3,990,341
2198715,911961498,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,999,306,-63.2219,376.8401,1818.6387,-0.03466,0.20532,0.97808,-0.03233,0.21292,0.97654,32.25,-21.04,-33.47,-31.8,-17.6,-32.25,3.723,3.704,3.724,Valid,Valid,Fixation,2039,3,990,341
2208700,911971483,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,996,315,-40.4187,252.9529,1265.4924,-0.04047,0.19396,0.98017,-0.02063,0.21609,0.97615,32.25,-21.13,-33.47,-31.94,-17.24,-32.43,3.764,3.746,3.737,Valid,Valid,Fixation,2039,3,990,341
2218696,911981479,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,991,319,-61.1988,427.3429,2178.8872,-0.02977,0.19288,0.98077,-0.02466,0.20292,0.97889,32.26,-21.08,-33.45,-31.79,-17.63,-32.22,3.729,3.718,3.727,Valid,Valid,Fixation,2039,3,990,341
2228687,911991470,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,987,324,-66.9833,514.4952,2681.9761,-0.03575,0.19204,0.98073,-0.01276,0.19363,0.98099,32.26,-21.17,-33.46,-31.93,-17.31,-32.38,3.766,3.715,3.739,Valid,Valid,Fixation,2039,3,990,341
2238682,912001465,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,988,330,-82.3285,600.5302,3225.7424,-0.0274,0.18289,0.98275,-0.02237,0.19077,0.98138,32.27,-21.13,-33.45,-31.78,-17.67,-32.18,3.738,3.684,3.726,Valid,Valid,Fixation,2039,3,990,341
2248667,912011450,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,988,338,-86.2431,603.1501,3359.6553,-0.03324,0.18358,0.98244,-0.01685,0.17721,0.98403,32.27,-21.22,-33.46,-31.93,-17.35,-32.34,3.767,3.713,3.726,Valid,Valid,Fixation,2039,3,990,341
2258659,912021442,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,986,349,-48.6096,344.3727,2029.0536,-0.02408,0.1708,0.98501,-0.02257,0.1766,0.98402,32.27,-21.18,-33.43,-31.77,-17.7,-32.16,3.727,3.681,3.711,Valid,Valid,Fixation,2039,3,990,341
2268655,912031438,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,984,344,-100.3639,768.6422,4428.8906,-0.02798,0.17673,0.98386,-0.01638,0.17102,0.98513,32.27,-21.26,-33.46,-31.95,-17.47,-32.2,3.765,3.687,3.718,Valid,Valid,Fixation,2039,3,990,341
2278647,912041430,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,983,342,-138.4852,1111.364,6339.3306,-0.02217,0.1654,0.98598,-0.0207,0.18398,0.98271,32.28,-21.22,-33.42,-31.78,-17.76,-32.09,3.706,3.663,3.695,Valid,Valid,Fixation,2039,3,990,341
2288636,912051419,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,980,348,-79.6541,726.7972,4267.835,-0.02511,0.17298,0.9846,-0.01146,0.16889,0.98557,32.28,-21.29,-33.46,-31.96,-17.59,-32.05,3.756,3.657,3.696,Valid,Valid,Fixation,2039,3,990,341
2298627,912061410,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,977,353,-70.9939,692.6427,4188.1382,-0.01765,0.154,0.98791,-0.01563,0.17867,0.98378,32.3,-21.25,-33.42,-31.78,-17.82,-32.03,3.684,3.639,3.673,Valid,Valid,Fixation,2039,3,990,341
2308650,912071433,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,976,357,-82.4406,829.4321,5103.6138,-0.02197,0.16257,0.98645,-0.00976,0.16351,0.98649,32.3,-21.32,-33.45,-31.96,-17.63,-32.01,3.736,3.638,3.673,Valid,Valid,Fixation,2039,3,990,341
2318646,912081429,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,976,359,-81.9923,832.1824,5199.0361,-0.01582,0.14802,0.98886,-0.01521,0.17328,0.98476,32.32,-21.27,-33.44,-31.78,-17.84,-32,3.662,3.615,3.65,Valid,Valid,Fixation,2039,3,990,341
2328631,912091414,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,975,363,-73.3,752.259,4789.7476,-0.0202,0.1555,0.98763,-0.00988,0.16052,0.98698,32.32,-21.35,-33.44,-31.96,-17.64,-32,3.709,3.615,3.652,Valid,Valid,Fixation,2039,3,990,341
2338626,912101409,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,974,366,-66.8326,704.1735,4554.814,-0.01516,0.14093,0.9899,-0.01373,0.17066,0.98523,32.34,-21.28,-33.45,-31.78,-17.86,-31.99,3.638,3.606,3.634,Valid,Valid,Fixation,2039,3,990,341
2348617,912111400,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,973,368,-59.8966,666.1338,4377.6787,-0.01861,0.15057,0.98842,-0.0083,0.15663,0.98762,32.33,-21.37,-33.44,-31.95,-17.65,-31.99,3.689,3.597,3.633,Valid,Valid,Fixation,2039,3,990,341
2358609,912121392,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,972,371,-52.1743,633.2855,4230.2183,-0.01367,0.1385,0.99027,-0.01066,0.16421,0.98637,32.36,-21.29,-33.46,-31.77,-17.86,-31.98,3.631,3.596,3.617,Valid,Valid,Fixation,2039,3,990,341
2368598,912131381,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,971,376,-33.8761,408.3402,2804.1304,-0.018,0.14389,0.98943,-0.00575,0.15436,0.988,32.35,-21.38,-33.45,-31.95,-17.66,-31.98,3.669,3.58,3.617,Valid,Valid,Fixation,2039,3,990,341
2377872,912140655,,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),SyncPortOutLow,,,,,,,,,,,,,,,,,,,,,,,,Fixation,2039,3,990,341
2378590,912141373,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,970,390,-15.9179,192.3022,1447.0575,-0.01174,0.13797,0.99037,-0.00996,0.14543,0.98932,32.38,-21.29,-33.47,-31.77,-17.86,-31.98,3.622,3.585,3.605,Valid,Valid,Fixation,2039,3,990,341
2388586,912151369,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,969,390,-16.1725,210.6582,1580.9183,-0.02059,0.13196,0.99104,0.00051,0.15046,0.98862,32.36,-21.39,-33.46,-31.94,-17.67,-31.97,3.649,3.556,3.601,Valid,Valid,Fixation,2039,3,990,341
2398578,912161361,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,968,391,-14.5308,206.9785,1567.5094,-0.01122,0.13467,0.99083,-0.00715,0.14564,0.98931,32.39,-21.29,-33.49,-31.77,-17.87,-31.98,3.611,3.572,3.589,Valid,Valid,Fixation,2039,3,990,341
2408563,912171346,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,966,392,-13.6032,226.0824,1721.7032,-0.01712,0.13011,0.99135,0.00153,0.14717,0.98911,32.37,-21.39,-33.48,-31.93,-17.67,-31.96,3.629,3.534,3.581,Valid,Valid,Fixation,2039,3,990,341
2418558,912181341,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,965,392,-15.2852,278.0759,2114.8003,-0.01117,0.13114,0.9913,-0.00323,0.14342,0.98966,32.41,-21.29,-33.51,-31.76,-17.87,-31.98,3.603,3.532,3.572,Valid,Valid,Fixation,2039,3,990,341
2428579,912191362,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,963,392,-14.6401,345.0712,2628.8689,-0.01414,0.13069,0.99132,0.00308,0.14074,0.99004,32.37,-21.38,-33.5,-31.93,-17.67,-31.96,3.628,3.507,3.563,Valid,Valid,Fixation,2039,3,990,341
2438577,912201360,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,961,391,-11.7683,393.5664,2991.8508,-0.00981,0.13041,0.99141,0.00189,0.14025,0.99011,32.42,-21.29,-33.53,-31.76,-17.87,-31.97,3.604,3.507,3.556,Valid,Valid,Fixation,2039,3,990,341
2448562,912211345,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,961,393,-9.3144,356.8389,2748.7485,-0.01179,0.12936,0.99153,0.005,0.13882,0.99031,32.38,-21.37,-33.52,-31.92,-17.67,-31.96,3.619,3.491,3.554,Valid,Valid,Fixation,2039,3,990,341
